# Gnuplot File : positions of 1 particle(s) Monitored
# 1st Column : time, others : particle(s) number 0 
2.07	0.134002 0.139235 0.359818 -0.0810847 -0.0197337 -0.0298208 0.996066	
2.08	0.133937 0.139063 0.359636 -0.0805542 -0.019804 -0.0298645 0.996106	
2.09	0.133871 0.138893 0.359455 -0.080023 -0.0198749 -0.0299083 0.996146	
2.1	0.133806 0.138722 0.359273 -0.0794896 -0.0199449 -0.0299527 0.996186	
2.11	0.133741 0.138552 0.359093 -0.0789553 -0.0200156 -0.0299974 0.996226	
2.12	0.133677 0.138383 0.358912 -0.078419 -0.0200854 -0.0300426 0.996265	
2.13	0.133611 0.138214 0.358732 -0.0778823 -0.0201567 -0.0300879 0.996305	
2.14	0.133546 0.138046 0.358551 -0.0773434 -0.0202269 -0.0301337 0.996344	
2.15	0.133481 0.137878 0.358372 -0.0768036 -0.0202978 -0.0301797 0.996383	
2.16	0.133416 0.137711 0.358192 -0.0762617 -0.0203678 -0.0302262 0.996421	
2.17	0.133351 0.137544 0.358013 -0.0757189 -0.0204385 -0.0302731 0.99646	
2.18	0.133287 0.137378 0.357833 -0.0751741 -0.0205085 -0.0303203 0.996498	
2.19	0.133222 0.137212 0.357655 -0.0746291 -0.0205796 -0.030368 0.996536	
2.2	0.133158 0.137047 0.357476 -0.0740814 -0.0206494 -0.030416 0.996574	
2.21	0.133093 0.136882 0.357299 -0.0735334 -0.0207202 -0.0304646 0.996612	
2.22	0.133029 0.136718 0.357121 -0.0729833 -0.0207902 -0.0305136 0.996649	
2.23	0.132964 0.136554 0.356944 -0.0724324 -0.020861 -0.030563 0.996687	
2.24	0.1329 0.136391 0.356767 -0.0718794 -0.0209308 -0.0306129 0.996724	
2.25	0.132836 0.136228 0.356591 -0.0713256 -0.0210013 -0.0306634 0.99676	
2.26	0.132772 0.136066 0.356414 -0.0707697 -0.0210707 -0.0307141 0.996797	
2.27	0.132708 0.135904 0.356239 -0.070213 -0.0211409 -0.0307652 0.996833	
2.28	0.132645 0.135742 0.356062 -0.0696542 -0.0212101 -0.0308169 0.996869	
2.29	0.132581 0.135582 0.355887 -0.0690946 -0.02128 -0.0308689 0.996905	
2.3	0.132518 0.135421 0.355712 -0.0685329 -0.0213489 -0.0309213 0.996941	
2.31	0.132455 0.135261 0.355538 -0.0679704 -0.0214185 -0.0309743 0.996976	
2.32	0.132392 0.135101 0.355362 -0.0674059 -0.0214872 -0.0310276 0.997012	
2.33	0.132329 0.134942 0.355189 -0.0668405 -0.0215564 -0.0310814 0.997046	
2.34	0.132267 0.134783 0.355014 -0.0662732 -0.0216248 -0.0311356 0.997081	
2.35	0.132204 0.134625 0.354841 -0.065705 -0.0216936 -0.0311904 0.997116	
2.36	0.132142 0.134467 0.354667 -0.0651348 -0.0217617 -0.0312455 0.99715	
2.37	0.132079 0.13431 0.354496 -0.0645643 -0.0218307 -0.0313012 0.997184	
2.38	0.132017 0.134153 0.354322 -0.0639914 -0.0218985 -0.0313571 0.997217	
2.39	0.131955 0.133997 0.354151 -0.063418 -0.0219671 -0.0314136 0.997251	
2.4	0.131894 0.133841 0.353978 -0.0628422 -0.0220347 -0.0314703 0.997284	
2.41	0.131832 0.133685 0.353808 -0.062266 -0.0221029 -0.0315277 0.997317	
2.42	0.13177 0.13353 0.353635 -0.0616875 -0.0221701 -0.0315853 0.997349	
2.43	0.131709 0.133376 0.353466 -0.0611086 -0.022238 -0.0316436 0.997382	
2.44	0.131648 0.133221 0.353294 -0.0605273 -0.0223049 -0.031702 0.997414	
2.45	0.131587 0.133068 0.353125 -0.0599456 -0.0223724 -0.0317612 0.997445	
2.46	0.131526 0.132914 0.352953 -0.0593615 -0.022439 -0.0318204 0.997477	
2.47	0.131465 0.132762 0.352785 -0.0587771 -0.0225062 -0.0318806 0.997508	
2.48	0.131405 0.132609 0.352614 -0.0581902 -0.0225725 -0.0319407 0.997539	
2.49	0.131344 0.132457 0.352447 -0.0576032 -0.0226393 -0.0320017 0.99757	
2.5	0.131284 0.132306 0.352276 -0.0570135 -0.0227053 -0.0320628 0.9976	
2.51	0.131224 0.132155 0.35211 -0.0564244 -0.0227722 -0.0321248 0.99763	
2.52	0.131164 0.132004 0.35194 -0.055832 -0.0228378 -0.0321867 0.99766	
2.53	0.131103 0.131855 0.351774 -0.0552403 -0.0229043 -0.0322498 0.997689	
2.54	0.131044 0.131705 0.351604 -0.0546452 -0.0229697 -0.0323126 0.997719	
2.55	0.130984 0.131556 0.35144 -0.0540509 -0.0230358 -0.0323767 0.997747	
2.56	0.130925 0.131407 0.35127 -0.0534531 -0.0231008 -0.0324405 0.997776	
2.57	0.130865 0.131259 0.351106 -0.0528563 -0.0231666 -0.0325057 0.997804	
2.58	0.130806 0.131111 0.350937 -0.0522558 -0.0232312 -0.0325706 0.997832	
2.59	0.130747 0.130964 0.350774 -0.0516567 -0.0232966 -0.0326373 0.99786	
2.6	0.130688 0.130817 0.350606 -0.0510536 -0.0233609 -0.0327036 0.997887	
2.61	0.130629 0.130671 0.350444 -0.0504522 -0.0234258 -0.0327716 0.997914	
2.62	0.13057 0.130524 0.350275 -0.0498465 -0.0234897 -0.0328389 0.99794	
2.63	0.130511 0.130379 0.350114 -0.0492426 -0.0235541 -0.0329078 0.997967	
2.64	0.130453 0.130233 0.349946 -0.0486341 -0.0236177 -0.0329758 0.997993	
2.65	0.130395 0.130089 0.349786 -0.0480279 -0.0236817 -0.0330458 0.998018	
2.66	0.130336 0.129944 0.349617 -0.0474165 -0.023745 -0.0331146 0.998044	
2.67	0.130279 0.129801 0.349459 -0.046808 -0.0238085 -0.0331856 0.998069	
2.68	0.130221 0.129657 0.34929 -0.0461939 -0.0238714 -0.0332553 0.998093	
2.69	0.130163 0.129514 0.349133 -0.0455833 -0.0239345 -0.0333275 0.998118	
2.7	0.130105 0.129371 0.348964 -0.0449663 -0.0239971 -0.033398 0.998142	
2.71	0.130048 0.12923 0.348809 -0.0443542 -0.0240598 -0.0334713 0.998165	
2.72	0.12999 0.129087 0.34864 -0.0437348 -0.0241226 -0.0335425 0.998188	
2.73	0.129934 0.128947 0.348487 -0.0431207 -0.0241848 -0.0336168 0.998211	
2.74	0.129875 0.128806 0.348318 -0.042499 -0.0242477 -0.0336889 0.998234	
2.75	0.129819 0.128667 0.348167 -0.041883 -0.0243092 -0.0337641 0.998256	
2.76	0.129761 0.128526 0.347997 -0.0412581 -0.024372 -0.0338365 0.998278	
2.77	0.129706 0.128388 0.347848 -0.0406402 -0.0244329 -0.0339125 0.998299	
2.78	0.129648 0.128247 0.347678 -0.040012 -0.0244953 -0.0339853 0.998321	
2.79	0.129593 0.12811 0.34753 -0.0393924 -0.024555 -0.0340625 0.998341	
2.8	0.129535 0.12797 0.347359 -0.0387607 -0.0246171 -0.0341357 0.998362	
2.81	0.129482 0.127834 0.347215 -0.0381395 -0.0246758 -0.0342141 0.998382	
2.82	0.129425 0.127695 0.347043 -0.0375042 -0.024737 -0.0342877 0.998402	
2.83	0.129372 0.12756 0.346901 -0.0368814 -0.0247944 -0.0343672 0.998421	
2.84	0.129316 0.127421 0.346728 -0.0362424 -0.024855 -0.0344413 0.99844	
2.85	0.129264 0.127287 0.34659 -0.0356185 -0.0249112 -0.0345222 0.998458	
2.86	0.129207 0.127148 0.346414 -0.0349757 -0.0249715 -0.0345968 0.998477	
